customer_id,full_name,email,phone,country,signup_date_raw,marketing_opt_in,source
C10304,Ali Syed,alisyed@hotmail.com,N/A,India,"Mar 28, 2022",,Referral
C10305,"Memon, Ibrahim",,,US,,TRUE,  organic  
C10306,Hamza Syed ,,00971 08 441 7587,U.A.E,2023-02-30,,referral
C10307,,fatima33@hotmail.com,N/A,Germany,"Nov 02, 2023",y ,Referral
C10308,Ali Sheikh ,ali.sheikh 47@gmail.com,,United States,15/05/2023,FALSE,Organic
C10309,Yusuf Akhtar,yusuf.akhtar44@yahoo.com,+971-46-252-2254,United Kingdom,2022-12-06,yes,ads
C10310,KHALID Aslam,khalid.aslam@gmail.com,00971 47 869 4066,DE,2024-03-11, n,Referral
C10311,Omar  Iqbal,,,United Kingdom,13/13/2023,,
C10312,Bilal Malik,,+971-87-133-7465,United Kingdom,2022-04-29 00:00:00,1,Organic
C10313,Khalid  Butt,khalid.butt@company.com,844 777 006,United Kingdom,,yes,
C10314,"Siddiqui, Rania",rania.siddiqui34@gmail.com,+971-47-301-1125,Germany,,0,referral
C10315,Hassan  Javed,noemail@,,Pak,"Jul 31, 2023",TRUE,Ads
C10316,Huda Mirza,huda375@hotmail.com,+971-51-526-0536,United States,2023/11/10,y ,unknown
C10317,"Mirza, Nadia",nadia.mirza23@hotmail.com,,,2024/03/31,,organic
C10318,,,,Pakistan,"May 18, 2022",TRUE,referral
C10319,Noor Siddiqui ,noor.siddiqui..29@outlook.com,+971-92-577-8201,United Arab Emirates,, n,organic
C10320,YUSUF Ahmed,yusuf.ahmed@company.com,,IN,2023-09-10,yes,Referral
C10321,Hassan Ahmed,hassan.ahmed@gmail.com,,UAE,2024-04-10, n,referral
C10322,Mariam Raza,mariam.raza..71@company.com,0926876733,KSA,,no,organic
C10323,Fatima Chaudhry,fatima.chaudhry28@outlook.com,00971 78 587 0956,United States,13/13/2023, n,  organic  
C10324,Layla Qureshi ,laylaqureshi@yahoo.com,0833359144,Pakistan,"May 09, 2023",1,
C10325,Sana  Hussain,sana448@hotmail.com,N/A,,2023-02-30,no,Ads
C10326,AYESHA Aslam,ayeshaaslam@yahoo.com,,Pak,13/13/2023,y ,unknown
C10327,Rania Malik,rania.malik@company.com,,India,16/01/2023,0,Ads
C10328,ZAIN Raza,zain.raza@gmail.com,0903331441,,"Jul 06, 2022",Y,referral
C10329,Nadia  Butt,nadia.butt@hotmail.com,0015177033,United Arab Emirates,2023-02-30,1,  organic  
C10330,IBRAHIM Chaudhry,noemail@,,United Arab Emirates,2023/07/28,0,
C10331,Mariam Siddiqui ,mariam886@yahoo.com,004 723 724,UK,2023-02-30,y ,ads
C10332,"Khan, Fatima",,N/A,Pak,12/06/2023,N,Ads
C10333,Sara Raza,sararaza@company.com,686 118 747,DE,2023-02-30,no,partner
C10334,"Iqbal, Noor",noor.iqbal..49@company.com,841 907 432,DE,,TRUE,Referral
C10335,Ayesha Baloch ,ayesha176@hotmail.com,,,29/12/2023,N,Ads
C10336,Layla Raza ,layla734@hotmail.com,,UK,,N,organic
C10337,"Aslam, Fatima",fatima258@gmail.com,918 649 011,PK,2023/08/09,,referral
C10338,RANIA Raza,rania589@yahoo.com,954 848 118,IN,2022-08-23 00:00:00,N,Referral
C10339,Hamza  Javed,hamzajaved@yahoo.com,N/A,UK,,y ,organic
C10340,Ibrahim Khan,ibrahim264@outlook.com,936 721 412,U.A.E,2023-02-30,Y,Organic
C10341,,NA,N/A,IN,13/13/2023,Y,Ads
C10342,,mariam572@yahoo.com,+971-75-495-2822,USA,,,Organic
C10343,Rania Iqbal,,00971 54 414 3606,DE,2023-04-23,0,  organic  
C10344,Layla Khan,layla984@hotmail.com,091 769 813,Saudi Arabia,2022-08-07,FALSE,
C10345,Hera Malik ,noemail@,00971 82 628 7456,UK,,y ,  organic  
C10346,"Baloch, Bilal",NA,,KSA,2023-02-30,,Partner
C10347,"Farooq, Nadia",nadia.farooq@company.com,00971 21 323 2375,IN,13/13/2023,0,ads
C10348,ZAIN Ali,zain.ali9@gmail.com,,Germany,2022-09-01 00:00:00,TRUE,  organic  
C10349,"Aslam, Rania",rania.aslam@outlook.com,N/A,United Arab Emirates,2023-02-30,0,Partner
C10350,Hassan Malik ,hassan.malik@yahoo.com,469 178 861,Pakistan,19/02/2023,0,partner
C10351,Hamza Baloch,hamza.baloch..77@outlook.com,,,23/01/2023,TRUE,  organic  
C10352,Huda Baloch,hudabaloch@company.com,,,,Y,referral
C10353,Ali  Syed,alisyed@gmail.com,,USA,04/09/2024,no,Partner
C10354,Hamza  Chaudhry,NA,508 470 120,Pak,29/11/2023,FALSE,Referral
C10355,"Syed, Sara",sara.syed@company.com,00971 17 827 1324,UAE,"Feb 25, 2022",N,organic
C10356,Nadia  Javed,nadia854@yahoo.com,,India,06/29/2024,no,ads
C10357,Omar  Hussain,omar785@gmail.com,00971 47 827 1156,United States,01/08/2022,Y,Ads
C10358,LAYLA Ahmed,layla.ahmed@yahoo.com,,India,13/13/2023,,Referral
C10359,Ayesha Chaudhry,ayesha300@gmail.com,,PK,19/08/2024,0,Ads
C10360,"Farooq, Sana",sana.farooq 34@gmail.com,N/A,IN,21/01/2023,,  organic  
C10361,,,00971 45 774 9799,United States,"Aug 01, 2024",y ,unknown
C10362,,noemail@,,United Kingdom,2023-02-30,no,partner
C10363,,hassan.memon..59@outlook.com,N/A,Germany,2023-11-09 00:00:00,,partner
C10364,,zain.butt..70@outlook.com,00971 46 577 0798,United Arab Emirates,04/12/2024,Y,Referral
C10365,FATIMA Ahmed,fatima.ahmed 39@company.com,00971 68 101 2316,U.A.E,"Apr 19, 2024",FALSE,Ads
C10366,Ayesha  Siddiqui,ayesha.siddiqui@gmail.com,0175064573,United States,04/24/2023,yes,Partner
C10367,Hassan Syed ,,345 483 185,United Kingdom,2023-09-27 00:00:00,Y,ads
C10368,,nadia.aslam 39@hotmail.com,N/A,DE,2022-03-26,,ads
C10369,,sana398@yahoo.com,0368937073,,2024-03-07, n,referral
C10370,,,+971-48-792-3465,Pakistan,2022-10-31 00:00:00, n,Organic
C10371,SANA Syed,sana.syed@outlook.com,0921448647,Pak,"Dec 18, 2022",y ,ads
C10372,MARIAM Iqbal,mariam329@outlook.com,+971-04-408-4235,India,17/12/2022,,organic
C10373,Khalid Sheikh,khalid593@outlook.com,880 569 482,,12/04/2022,no,referral
C10374,HUDA Malik,huda.malik@hotmail.com,00971 83 287 5750,United Kingdom,,0,Organic
C10375,Hera Iqbal,hera.iqbal@yahoo.com,00971 28 821 8926,Saudi Arabia,,FALSE,Partner
C10376,Sara  Akhtar,sara805@gmail.com,,Pakistan,12/12/2022,N,Organic
C10377,Ibrahim  Iqbal,ibrahim.iqbal@company.com,N/A,UAE,13/13/2023,yes,Ads
C10378,,noor.mirza@gmail.com,,KSA,2022-10-09,1,
C10379,Yusuf Javed,yusufjaved@hotmail.com,+971-32-094-2765,Germany,2023-03-06,,Ads
C10380,,raniamemon@yahoo.com,0722862864,PK,02/09/2022,0,  organic  
C10381,Hassan Memon,,+971-83-201-5353,United Arab Emirates,03/05/2023,Y,Ads
C10382,,rania.akhtar..28@outlook.com,,UK,2024-04-03 00:00:00,N,Organic
C10383,Nadia Malik,nadia742@company.com,,Germany,2023-08-10,yes,Referral
C10384,Khalid Aslam,NA,862 645 491,UAE,28/11/2022,1,Partner
C10385,Nadia Qureshi ,nadiaqureshi@company.com,020 475 033,KSA,13/13/2023,0,partner
C10386,OMAR Butt,omar818@company.com,N/A,USA,,Y,partner
C10387,Khalid Butt ,khalid.butt@company.com,N/A,United States,,FALSE,Ads
C10388,Bilal Baloch,,N/A,Saudi Arabia,,yes,unknown
C10389,Yusuf Sheikh ,yusufsheikh@outlook.com,00971 47 392 9372,IN,2023-02-30,TRUE,partner
C10390,RANIA Chaudhry,rania.chaudhry 7@outlook.com,,,,,Organic
C10391,,NA,,,,no,referral
C10392,,,N/A,Germany,2022/07/17,0,unknown
C10393,Bilal Farooq,bilal.farooq@yahoo.com,0584139544,PK,2022-08-28,N,
C10394,Layla Mirza ,layla192@outlook.com,00971 32 884 2918,UAE,2022-09-05 00:00:00,,unknown
C10395,Rania Syed ,noemail@,+971-20-510-5209,United States,"May 12, 2022",TRUE,Ads
C10396,"Qureshi, Hamza",hamza665@outlook.com,227 276 224,USA,2023-07-19 00:00:00,,Organic
C10397,Layla Mirza,layla.mirza 78@gmail.com,0889194912,IN,2023-02-30,Y,unknown
C10398,OMAR Malik,omar723@gmail.com,,United Arab Emirates,"Dec 14, 2022",FALSE,unknown
C10399,Omar Iqbal,noemail@,N/A,Saudi Arabia,06/10/2023, n,Organic
C10400,Khalid Ali,,,UAE,2024/08/11,Y,Organic
C10401,ALI Butt,alibutt@hotmail.com,,,2024-08-04,FALSE,partner
C10402,"Baloch, Ayesha",NA,0078820576,US,13/13/2023,Y,Ads
C10403,Rania Ahmed,raniaahmed@outlook.com,,Pak,13/13/2023, n,Organic
C10404,"Ahmed, Khalid",khalidahmed@company.com,0633333506,Saudi Arabia,2022-02-27,,partner
C10405,"Siddiqui, Fatima",,0777460179,United States,,Y,Partner
C10406,Zain  Butt,,0509556915,IN,"Apr 15, 2024",yes,organic
C10407,Ali Memon,ali473@hotmail.com,0810536845,Pak,27/01/2022,,referral
C10408,Ibrahim Mirza,ibrahim.mirza..91@company.com,+971-40-560-4405,US,2022/03/02,,unknown
C10409,Nadia Malik ,NA,N/A,KSA,,FALSE,Partner
C10410,Yusuf Aslam ,yusuf.aslam@gmail.com,889 027 526,US,2023-02-30,no,ads
C10411,SARA Siddiqui,,00971 00 955 0064,United Kingdom,26/08/2023,0,Organic
C10412,Sara Butt,sara.butt13@company.com,0156572672,DE,13/13/2023,yes,unknown
C10413,"Malik, Omar",omar.malik@hotmail.com,,Germany,05/24/2023,0,referral
C10414,Ibrahim Malik ,ibrahim919@outlook.com,,USA,2022/07/28,FALSE,Referral
C10415,Sara  Ahmed,sara.ahmed 24@yahoo.com,,USA,2022-07-27 00:00:00,1,Referral
C10416,,noor635@hotmail.com,,Pakistan,2023-02-30,,partner
C10417,Nadia Mirza,noemail@,290 275 948,UAE,2022-10-22 00:00:00,FALSE,ads
C10418,"Ahmed, Sara",sara.ahmed68@gmail.com,00971 71 140 6188,DE,2024/05/27,N,  organic  
C10419,Bilal Baloch,,801 233 255,United Arab Emirates,2023-02-30,y ,organic
C10271,"Javed, Noor",noorjaved@hotmail.com,00971 27 062 9494,Germany,,y ,Partner
,Layla Memon,layla.memon 52@gmail.com,312 256 204,Pak,07/01/2023,FALSE,unknown
C10307,,fatima33@hotmail.com,N/A,Germany,"Nov 02, 2023",y ,Referral
C10030,"Khan, Ayesha",ayesha.khan@hotmail.com,00971 74 847 7718,Saudi Arabia,13/13/2023,Y,referral
C10384,Khalid Aslam,NA,862 645 491,UAE,28/11/2022,1,Partner
,"Farooq, Rania",rania.farooq@outlook.com,,US,"Mar 15, 2024",Y,Referral
C10269,Zain  Javed,zain841@gmail.com,390 356 261,UK,"Dec 02, 2022",FALSE,unknown
C10056,Layla Akhtar,layla.akhtar6@outlook.com,+971-11-481-7019,UK,13/13/2023,yes,
,Omar Aslam,omaraslam@outlook.com,0983996634,UAE,13/13/2023,N,ads
,Sara Javed,sara340@outlook.com,N/A,Pakistan,2023-02-30,0,referral
C10378,,noor.mirza@gmail.com,0487043837,KSA,2022-10-09,1,
C10371,Sana Syed,sana.syed@outlook.com,0921448647,Pak,"Dec 18, 2022",y ,ads
C10163,Rania Iqbal,rania.iqbal@hotmail.com,0430306739,U.A.E,26/10/2023,no,Organic
C10382,,rania.akhtar.28@outlook.com,,UK,2024-04-03 00:00:00,N,Organic
,Layla Mirza,layla192@outlook.com,00971 32 884 2918,UAE,2022-09-05 00:00:00,,unknown
C10060,Ali Ahmed,aliahmed@hotmail.com,0742315942,KSA,13/13/2023,yes,referral
C10296,Khalid Baloch,khalid670@outlook.com,00971 82 554 8222,USA,,N,organic
C10417,Nadia Mirza,noemail@,N/A,UAE,2022-10-22 00:00:00,FALSE,ads
C10292,Ibrahim  Qureshi,ibrahimqureshi@yahoo.com,N/A,United States,2023/01/04,,Organic
,,hera426@gmail.com,557 883 465,KSA,2023-07-22,TRUE,referral
C10303,Ali Qureshi,ali.qureshi@gmail.com,530 394 525,KSA,13/13/2023,0,organic
,"Mirza, Ali",ali239@company.com,0739337347,United Kingdom,2024-09-25 00:00:00,Y,partner
C10245,"Iqbal, Zain",NA,+971-77-372-1878,Pak,2023-02-30,yes,referral
C10239,Hassan  Butt,hassan.butt 57@gmail.com,00971 17 871 6177,United Kingdom,13/13/2023,Y,Ads
C10002,Zain Malik,zain585@gmail.com,N/A,IN,,0,Referral
C10223,Noor Memon,noor.memon@yahoo.com,039 815 598,,2024/02/27,Y,Organic
C10145,,yusufmalik@company.com,,UAE,2023-02-30,yes,referral
C10399,Omar Iqbal,noemail@,N/A,Saudi Arabia,06/10/2023, n,Organic
C10254,,fatima.aslam@gmail.com,N/A,IN,,0,organic
C10255,Noor Baloch,noorbaloch@yahoo.com,N/A,USA,13/13/2023,0,Organic
C10386,Omar Butt,omar818@company.com,00971 42 283 7823,USA,,Y,partner
,Mariam Farooq,mariamfarooq@outlook.com,,USA,2023-12-17,,Ads
,Mariam Raza,mariam.raza.71@company.com,0926876733,KSA,,no,organic
C10373,Khalid Sheikh,khalid593@outlook.com,539 685 569,,12/04/2022,no,referral
C10138,Hassan Malik,,060 926 342,United Arab Emirates,"Jul 20, 2023",y ,  organic  
